Taxon_Local_ID,occurrenceID,catalogNumber,occurrenceRemarks,recordedBy,individualCount,sex,occurrenceStatus,previousIdentifications,associatedReferences,taxonID,scientificName,kingdom,phylum,class,order,suborder,infraorder,superfamily,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,island,country,countryCode,stateProvince,locality,verbatimDepth,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,georeferencedBy,georeferenceProtocol,georeferenceVerificationStatus,georeferenceRemarks,identificationRemarks,identificationQualifier,samplingProtocol,eventDate,eventTime,year,month,day,fieldNumber,eventRemarks,bibliographicCitation,institutionCode,collectionCode,datasetName,basisOfRecord
131207,imerss.org:iNat:24937295,NA,NA,Lena Dietz Chiasson,NA,NA,PRESENT,Serpula columbiana,NA,iNaturalist:131207,Serpula columbiana,Animalia,Annelida,Polychaeta,Sabellida,NA,NA,NA,Serpulidae,Serpula,NA,columbiana,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.896143,-123.410779,5,Lena Dietz Chiasson,NA,NA,NA,Listed in older references as Serpula vermicularis which is a valid species but now restricted in range to Europe.,NA,NA,2019-05-05,14:21:17,2019,5,5,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
192656,imerss.org:PMLS:18450,NA,Count: very many,Larry Taylor,NA,NA,PRESENT,Dodecaceria fewkesi,NA,iNaturalist:192656,Dodecaceria fewkesi,Animalia,Annelida,Polychaeta,Terebellida,Cirratuliformia,NA,NA,Cirratulidae,Dodecaceria,NA,fewkesi,NA,species,Galiano Island,Canada,CA,British Columbia,Walker Rock,60,48.92833,-123.50483,500,Larry Taylor,NA,NA,NA,Dodecaceria fewkesi creates its own calcareous tube while D. concharum burrows into calcareous substrates.,NA,NA,2019-05-04,12:00:00,2019,5,4,NA,logged as fringed tube worm,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation
192656,imerss.org:PMLS:18474,NA,Count: few,Isabelle Cote,NA,NA,PRESENT,Dodecaceria fewkesi,NA,iNaturalist:192656,Dodecaceria fewkesi,Animalia,Annelida,Polychaeta,Terebellida,Cirratuliformia,NA,NA,Cirratulidae,Dodecaceria,NA,fewkesi,NA,species,Galiano Island,Canada,CA,British Columbia,"Retreat Cove South, island",49,48.938826,-123.501192,500,Isabelle Cote,NA,NA,NA,Dodecaceria fewkesi creates its own calcareous tube while D. concharum burrows into calcareous substrates.,NA,NA,2019-05-04,13:24:00,2019,5,4,NA,logged as fringed tube worm,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation
81610,imerss.org:iNat:25199689,NA,NA,Aimee Pelletier,NA,NA,PRESENT,Balanus glandula,NA,iNaturalist:81610,Balanus glandula,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Balanus,NA,glandula,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.899807,-123.407927,10,Aimee Pelletier,NA,NA,NA,NA,NA,NA,2019-05-04,13:04:36,2019,5,4,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
81610,imerss.org:iNat:24689097,NA,NA,Kalina Hunter,NA,NA,PRESENT,Balanus glandula,NA,iNaturalist:81610,Balanus glandula,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Balanus,NA,glandula,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.872218,-123.310913,9,Kalina Hunter,NA,NA,NA,NA,NA,NA,2019-05-04,09:27:52,2019,5,4,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
81610,imerss.org:iNat:25199551,NA,NA,Aimee Pelletier,NA,NA,PRESENT,Balanus glandula,NA,iNaturalist:81610,Balanus glandula,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Balanus,NA,glandula,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.872368,-123.310663,5,Aimee Pelletier,NA,NA,NA,NA,NA,NA,2019-05-04,11:49:55,2019,5,4,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
81610,imerss.org:iNat:25048251,NA,NA,John D Reynolds,NA,NA,PRESENT,Balanus glandula,NA,iNaturalist:81610,Balanus glandula,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Balanus,NA,glandula,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.872258,-123.310775,4,John D Reynolds,NA,NA,NA,NA,NA,NA,2019-05-04,11:39:00,2019,5,4,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
81610,imerss.org:iNat:24697554,NA,NA,Brian Starzomski,NA,NA,PRESENT,Balanus glandula,NA,iNaturalist:81610,Balanus glandula,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Balanus,NA,glandula,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.872631,-123.310731,5,Brian Starzomski,NA,NA,NA,NA,NA,NA,2019-05-04,09:14:00,2019,5,4,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
81610,imerss.org:iNat:24672700,NA,NA,Geneviève Reynolds,NA,NA,PRESENT,Balanus glandula,NA,iNaturalist:81610,Balanus glandula,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Balanus,NA,glandula,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.899974,-123.407803,64,Andrew Simon,"interpretation of locality, and/or inference based on local knowledge and species ecology",corrected,record mostly appears accurate; shunted slightly into nearby waters at Montague beach,NA,NA,NA,2019-05-04,NA,2019,5,4,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
81610,imerss.org:iNat:25478008,NA,NA,Aimee Pelletier,NA,NA,PRESENT,Balanus glandula,NA,iNaturalist:81610,Balanus glandula,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Balanus,NA,glandula,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.901096,-123.407314,5,Aimee Pelletier,NA,NA,NA,NA,NA,NA,2019-05-04,13:58:23,2019,5,4,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
81610,imerss.org:iNat:24713858,NA,NA,Katie Kushneryk,NA,NA,PRESENT,Balanus glandula,NA,iNaturalist:81610,Balanus glandula,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Balanus,NA,glandula,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.871488,-123.31111,5,Katie Kushneryk,NA,NA,NA,NA,NA,NA,2019-05-04,10:25:25,2019,5,4,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
81610,imerss.org:iNat:25561079,NA,NA,John D Reynolds,NA,NA,PRESENT,Balanus glandula,NA,iNaturalist:81610,Balanus glandula,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Balanus,NA,glandula,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.964214,-123.515008,5,John D Reynolds,NA,NA,NA,NA,NA,NA,2019-05-05,10:50:00,2019,5,5,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
81610,imerss.org:iNat:24690312,NA,NA,Geneviève Reynolds,NA,NA,PRESENT,Balanus glandula,NA,iNaturalist:81610,Balanus glandula,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Balanus,NA,glandula,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.963784,-123.514784,32,Andrew Simon,"interpretation of locality, and/or inference based on local knowledge and species ecology",corrected,location apparently accurate; shunted slightly into intertidal,NA,NA,NA,2019-05-05,NA,2019,5,5,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
81610,imerss.org:iNat:24666661,NA,NA,Brian Starzomski,NA,NA,PRESENT,Balanus glandula,NA,iNaturalist:81610,Balanus glandula,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Balanus,NA,glandula,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.964297,-123.515136,5,Brian Starzomski,NA,NA,NA,NA,NA,NA,2019-05-05,10:32:00,2019,5,5,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
81610,imerss.org:iNat:25561078,NA,NA,John D Reynolds,NA,NA,PRESENT,Balanus glandula,NA,iNaturalist:81610,Balanus glandula,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Balanus,NA,glandula,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.964225,-123.515008,5,John D Reynolds,NA,NA,NA,NA,NA,NA,2019-05-05,11:02:00,2019,5,5,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
81610,imerss.org:iNat:24920148,NA,NA,Lena Dietz Chiasson,NA,NA,PRESENT,Balanus glandula,NA,iNaturalist:81610,Balanus glandula,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Balanus,NA,glandula,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.963515,-123.514658,5,Andrew Simon,"interpretation of locality, and/or inference based on local knowledge and species ecology",corrected,location apparently accurate; shunted slightly into intertidal,NA,NA,NA,2019-05-05,10:33:56,2019,5,5,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
49127,imerss.org:PMLS:18481,NA,Count: few,Isabelle Cote,NA,NA,PRESENT,Balanus nubilus,NA,iNaturalist:49127,Balanus nubilus,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Balanus,NA,nubilus,NA,species,Galiano Island,Canada,CA,British Columbia,"Retreat Cove South, island",49,48.938826,-123.501192,500,Isabelle Cote,NA,NA,NA,NA,NA,NA,2019-05-04,13:24:00,2019,5,4,NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation
49127,imerss.org:PMLS:18459,NA,Count: few,Larry Taylor,NA,NA,PRESENT,Balanus nubilus,NA,iNaturalist:49127,Balanus nubilus,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Balanus,NA,nubilus,NA,species,Galiano Island,Canada,CA,British Columbia,Walker Rock,60,48.92833,-123.50483,500,Larry Taylor,NA,NA,NA,NA,NA,NA,2019-05-04,12:00:00,2019,5,4,NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation
49127,imerss.org:PMLS:18580,NA,Count: very many,Stefania Gorgopa,NA,NA,PRESENT,Balanus nubilus,NA,iNaturalist:49127,Balanus nubilus,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Balanus,NA,nubilus,NA,species,Galiano Island,Canada,CA,British Columbia,Walker Rock,48,48.92833,-123.50483,500,Stefania Gorgopa,NA,NA,NA,NA,NA,NA,2019-05-04,15:30:00,2019,5,4,NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation
49127,imerss.org:PMLS:18432,NA,Count: very many,Emily Adamczyk,NA,NA,PRESENT,Balanus nubilus,NA,iNaturalist:49127,Balanus nubilus,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Balanus,NA,nubilus,NA,species,Galiano Island,Canada,CA,British Columbia,Ballingall Islets Park,72,48.906568,-123.460574,500,Emily Adamczyk,NA,NA,NA,NA,NA,NA,2019-05-04,12:00:00,2019,5,4,NA,"this is there ""many""",NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation
49127,imerss.org:PMLS:18547,NA,Count: very many,Isabelle Cote,NA,NA,PRESENT,Balanus nubilus,NA,iNaturalist:49127,Balanus nubilus,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Balanus,NA,nubilus,NA,species,Galiano Island,Canada,CA,British Columbia,Walker Rock,47,48.92833,-123.50483,500,Isabelle Cote,NA,NA,NA,NA,NA,NA,2019-05-04,15:25:00,2019,5,4,NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation
49127,imerss.org:iNat:30012071,NA,NA,Galiano observer,NA,NA,PRESENT,Balanus nubilus,NA,iNaturalist:49127,Balanus nubilus,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Balanus,NA,nubilus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.923515,-123.494259,100,Galiano observer,NA,NA,NA,NA,NA,NA,2019-05-04,14:42:00,2019,5,4,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
49127,imerss.org:PMLS:18634,NA,Count: very many,Stefania Gorgopa,NA,NA,PRESENT,Balanus nubilus,NA,iNaturalist:49127,Balanus nubilus,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Balanus,NA,nubilus,NA,species,Galiano Island,Canada,CA,British Columbia,Ballingall Islets Park,47,48.906568,-123.460574,500,Stefania Gorgopa,NA,NA,NA,NA,NA,NA,2019-05-05,09:59:00,2019,5,5,NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation
49127,imerss.org:PMLS:18604,NA,Count: very many,Isabelle Cote,NA,NA,PRESENT,Balanus nubilus,NA,iNaturalist:49127,Balanus nubilus,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Balanus,NA,nubilus,NA,species,Galiano Island,Canada,CA,British Columbia,Ballingall Islets Park,43,48.906568,-123.460574,500,Isabelle Cote,NA,NA,NA,NA,NA,NA,2019-05-05,09:56:00,2019,5,5,NA,NA,NA,PMLS,NA,Pacific Marine Life Survey Dive Records,HumanObservation
47658,imerss.org:iNat:24708471,NA,NA,NA,NA,NA,PRESENT,Semibalanus cariosus,NA,iNaturalist:47658,Semibalanus cariosus,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Semibalanus,NA,cariosus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.872416,-123.310511,10,NA,NA,NA,NA,NA,NA,NA,2019-05-04,11:22:51,2019,5,4,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
47658,imerss.org:iNat:24697545,NA,NA,Brian Starzomski,NA,NA,PRESENT,Semibalanus cariosus,NA,iNaturalist:47658,Semibalanus cariosus,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Semibalanus,NA,cariosus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.872628,-123.310556,5,Brian Starzomski,NA,NA,NA,NA,NA,NA,2019-05-04,09:14:00,2019,5,4,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
47658,imerss.org:iNat:24714333,NA,NA,NA,NA,NA,PRESENT,Semibalanus cariosus,NA,iNaturalist:47658,Semibalanus cariosus,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Semibalanus,NA,cariosus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,49.013439,-123.573788,116,Andrew Simon,"interpretation of locality, and/or inference based on local knowledge and species ecology",corrected,shunted to nearby intertidal,NA,NA,NA,2019-05-04,21:27:00,2019,5,4,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
47658,imerss.org:iNat:24710961,NA,NA,Katie Kushneryk,NA,NA,PRESENT,Semibalanus cariosus,NA,iNaturalist:47658,Semibalanus cariosus,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Semibalanus,NA,cariosus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.871709,-123.310256,5,Katie Kushneryk,NA,NA,NA,NA,NA,NA,2019-05-04,10:17:32,2019,5,4,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
47658,imerss.org:iNat:25595832,NA,NA,John D Reynolds,NA,NA,PRESENT,Semibalanus cariosus,NA,iNaturalist:47658,Semibalanus cariosus,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Semibalanus,NA,cariosus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.964286,-123.514969,5,John D Reynolds,NA,NA,NA,NA,NA,NA,2019-05-05,11:02:00,2019,5,5,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
47658,imerss.org:iNat:24920226,NA,NA,Lena Dietz Chiasson,NA,NA,PRESENT,Semibalanus cariosus,NA,iNaturalist:47658,Semibalanus cariosus,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Semibalanus,NA,cariosus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.964261,-123.515075,5,Lena Dietz Chiasson,NA,NA,NA,NA,NA,NA,2019-05-05,11:04:20,2019,5,5,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
47658,imerss.org:iNat:24920201,NA,NA,Lena Dietz Chiasson,NA,NA,PRESENT,Semibalanus cariosus,NA,iNaturalist:47658,Semibalanus cariosus,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Semibalanus,NA,cariosus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.963878,-123.514769,5,Lena Dietz Chiasson,NA,NA,NA,NA,NA,NA,2019-05-05,10:51:36,2019,5,5,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
47658,imerss.org:iNat:24941618,NA,NA,Katie Kushneryk,NA,NA,PRESENT,Semibalanus cariosus,NA,iNaturalist:47658,Semibalanus cariosus,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Semibalanus,NA,cariosus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.964245,-123.515007,5,Katie Kushneryk,NA,NA,NA,NA,NA,NA,2019-05-05,11:11:41,2019,5,5,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
47658,imerss.org:iNat:24710162,NA,NA,NA,NA,NA,PRESENT,Semibalanus cariosus,NA,iNaturalist:47658,Semibalanus cariosus,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Balanoidea,Balanidae,Semibalanus,NA,cariosus,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.964224,-123.514986,5,NA,NA,NA,NA,NA,NA,NA,2019-05-05,11:04:01,2019,5,5,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
129910,imerss.org:iNat:24520358,NA,NA,Norah Brown,NA,NA,PRESENT,Chthamalus dalli,NA,iNaturalist:129910,Chthamalus dalli,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Chthamaloidea,Chthamalidae,Chthamalus,NA,dalli,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.871495,-123.310933,2,Norah Brown,NA,NA,NA,NA,NA,NA,2019-05-04,09:42:56,2019,5,4,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
129910,imerss.org:iNat:24697681,NA,NA,Brian Starzomski,NA,NA,PRESENT,Chthamalus dalli,NA,iNaturalist:129910,Chthamalus dalli,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Chthamaloidea,Chthamalidae,Chthamalus,NA,dalli,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.871567,-123.310364,5,Brian Starzomski,NA,NA,NA,NA,NA,NA,2019-05-04,09:32:00,2019,5,4,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
129910,imerss.org:iNat:25595346,NA,NA,John D Reynolds,NA,NA,PRESENT,Chthamalus dalli,NA,iNaturalist:129910,Chthamalus dalli,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Chthamaloidea,Chthamalidae,Chthamalus,NA,dalli,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.963692,-123.514633,6,John D Reynolds,NA,NA,NA,NA,NA,NA,2019-05-05,10:39:00,2019,5,5,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
129910,imerss.org:iNat:24710022,NA,NA,NA,NA,NA,PRESENT,Chthamalus dalli,NA,iNaturalist:129910,Chthamalus dalli,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Chthamaloidea,Chthamalidae,Chthamalus,NA,dalli,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.963762,-123.51445,10,NA,NA,NA,NA,NA,NA,NA,2019-05-05,10:40:54,2019,5,5,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
129910,imerss.org:iNat:24941597,NA,NA,Katie Kushneryk,NA,NA,PRESENT,Chthamalus dalli,NA,iNaturalist:129910,Chthamalus dalli,Animalia,Arthropoda,Hexanauplia,Sessilia,Balanomorpha,NA,Chthamaloidea,Chthamalidae,Chthamalus,NA,dalli,NA,species,Galiano Island,Canada,CA,British Columbia,NA,NA,48.964157,-123.515133,5,Katie Kushneryk,NA,NA,NA,NA,NA,NA,2019-05-05,11:06:21,2019,5,5,NA,NA,NA,iNaturalist,NA,NA,HumanObservation
